Timestamp,objectPoints,imagePoints,cameraMatrix,distCoeffs,solvePNPmethod,rotation,translation,lightsUsed
40436.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,666;113 685;278 607;207 537;320 615;382 705;32 735;182 769;101,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0160749 0.0949633 2.22177,125.033 138.598 -209.342,b03 b06 b05 b07 b08 b01 b04 b02
40446.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,666;113 685;278 607;207 537;320 615;382 705;32 735;182 769;101,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0160749 0.0949633 2.22177,125.033 138.598 -209.342,b03 b06 b05 b07 b08 b01 b04 b02
40456.1,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,666;112 685;278 607;207 537;320 615;381 704;32 735;182 769;101,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0161944 0.095636 2.22096,125.118 138.51 -209.607,b03 b06 b05 b07 b08 b01 b04 b02
40465,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,666;112 685;277 607;206 537;319 616;381 704;31 735;181 769;100,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0176864 0.10152 2.21998,125.566 137.326 -209.853,b03 b06 b05 b07 b08 b01 b04 b02
40474.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,665;112 685;277 607;206 537;320 616;381 704;31 735;181 769;100,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0183151 0.101493 2.21799,125.121 137.401 -209.888,b03 b06 b05 b07 b08 b01 b04 b02
40483.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,665;112 685;277 607;206 538;320 616;381 703;31 735;181 769;99,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0206524 0.103537 2.21459,124.7 137.279 -210.522,b03 b06 b05 b07 b08 b01 b04 b02
40495.3,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,665;111 685;277 607;206 538;320 616;381 703;30 735;180 769;99,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0162702 0.0971973 2.2142,124.752 138.26 -209.208,b03 b06 b05 b07 b08 b01 b04 b02
40503.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,665;111 685;276 607;206 538;320 616;380 703;30 735;180 768;98,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0177982 0.0896363 2.21102,123.856 139.695 -209.692,b03 b06 b05 b07 b08 b01 b04 b02
40517.5,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,665;111 685;276 607;206 538;319 616;380 703;30 734;180 768;98,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0165094 0.0895567 2.21223,124.296 139.729 -209.82,b03 b06 b05 b07 b08 b01 b04 b02
40525,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;111 685;276 607;205 538;319 616;380 703;29 734;179 768;98,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0146726 0.0917109 2.21214,124.727 139.192 -209.345,b03 b06 b05 b07 b08 b01 b04 b02
40540.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;110 685;275 607;205 538;319 616;380 702;29 734;179 768;97,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0143031 0.0946373 2.21044,124.897 138.67 -209.303,b03 b06 b05 b07 b08 b01 b04 b02
40549.5,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;110 685;275 607;205 538;319 617;380 702;29 734;179 768;97,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0145273 0.0990103 2.2098,125.212 138.097 -209.54,b03 b06 b05 b07 b08 b01 b04 b02
40564.2,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;110 685;275 607;205 538;319 617;380 702;28 734;178 767;97,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00792919 0.0904057 2.20871,125.358 139.778 -208.235,b03 b06 b05 b07 b08 b01 b04 b02
40572.1,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;110 686;275 607;205 538;319 617;379 702;28 734;178 767;96,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0161303 0.09218 2.20558,124.161 139.303 -209.571,b03 b06 b05 b07 b08 b01 b04 b02
40604,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;109 685;274 607;205 538;319 617;379 701;28 734;178 767;96,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0117775 0.0903592 2.20567,124.701 139.697 -209.01,b03 b06 b05 b07 b08 b01 b04 b02
40617.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,664;109 685;274 607;204 538;319 618;379 701;28 734;178 767;95,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0113489 0.0965821 2.20522,125.316 138.693 -209.019,b03 b06 b05 b07 b08 b01 b04 b02
40630.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;109 686;274 606;204 538;319 618;379 701;27 734;177 767;95,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0179112 0.105502 2.20266,124.741 136.779 -209.896,b03 b06 b05 b07 b08 b01 b04 b02
40644.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;109 686;274 607;204 539;319 618;379 700;27 734;176 767;94,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0170613 0.103993 2.1991,124.568 137.458 -209.954,b03 b06 b05 b07 b08 b01 b04 b02
40668.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;108 686;273 607;204 539;319 618;378 700;26 734;176 766;94,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0102894 0.0902877 2.19813,124.531 140.006 -208.717,b03 b06 b05 b07 b08 b01 b04 b02
40677,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;108 686;273 607;204 539;319 619;378 700;26 734;176 766;94,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0105068 0.0946823 2.19751,124.853 139.43 -208.952,b03 b06 b05 b07 b08 b01 b04 b02
40685.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;108 686;273 606;204 539;319 619;378 700;26 734;175 766;93,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0183038 0.0985838 2.1944,123.688 138.358 -210.007,b03 b06 b05 b07 b08 b01 b04 b02
40695.1,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,663;108 686;273 606;204 539;319 619;378 700;26 734;175 766;93,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0183038 0.0985838 2.1944,123.688 138.358 -210.007,b03 b06 b05 b07 b08 b01 b04 b02
40702.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;107 686;272 607;203 539;319 619;378 699;25 733;175 766;92,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00859271 0.0945362 2.19376,124.79 139.278 -208.35,b03 b06 b05 b07 b08 b01 b04 b02
40709.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;107 686;272 606;204 539;319 619;378 699;25 733;175 765;92,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0101577 0.0923764 2.19147,124.063 139.726 -208.75,b03 b06 b05 b07 b08 b01 b04 b02
40718.2,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;107 686;272 606;203 539;319 619;377 699;25 733;174 765;92,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0107283 0.092111 2.19161,124.209 139.702 -209.017,b03 b06 b05 b07 b08 b01 b04 b02
40724.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;107 686;271 606;203 539;319 619;377 698;24 733;174 765;91,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0138176 0.0913228 2.188,123.348 139.696 -209.294,b03 b06 b05 b07 b08 b01 b04 b02
40733,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;107 686;271 606;203 540;319 620;377 698;24 733;173 765;91,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0133729 0.0934544 2.18582,123.566 139.758 -209.539,b03 b06 b05 b07 b08 b01 b04 b02
40740.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;106 686;271 606;203 540;318 620;377 698;24 733;173 765;90,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0147488 0.0961345 2.18617,123.731 139.031 -209.641,b03 b06 b05 b07 b08 b01 b04 b02
40749.3,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,662;106 686;270 606;203 540;318 620;377 698;23 733;173 765;90,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0142888 0.090778 2.18508,123.286 139.869 -209.264,b03 b06 b05 b07 b08 b01 b04 b02
40754.9,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;106 686;270 606;202 540;318 620;376 698;23 733;172 765;90,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0173247 0.0950894 2.18449,123.353 138.983 -210.104,b03 b06 b05 b07 b08 b01 b04 b02
40772.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;106 686;270 606;202 540;318 620;376 697;23 733;172 764;89,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0145808 0.0958705 2.1823,123.585 139.126 -209.931,b03 b06 b05 b07 b08 b01 b04 b02
40778.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;105 686;270 606;202 540;318 621;376 697;23 733;172 764;89,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0105842 0.0987543 2.1828,124.496 138.829 -209.295,b03 b06 b05 b07 b08 b01 b04 b02
40791,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;105 686;269 606;202 540;318 621;376 696;22 733;171 764;88,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0143252 0.0984617 2.17855,123.547 138.696 -209.638,b03 b06 b05 b07 b08 b01 b04 b02
40798.2,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;105 686;269 606;202 540;318 621;376 696;22 733;171 764;88,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0143252 0.0984617 2.17855,123.547 138.696 -209.638,b03 b06 b05 b07 b08 b01 b04 b02
40813.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,661;104 686;269 606;202 540;318 621;375 696;21 732;171 764;88,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0102858 0.0842226 2.17741,122.935 141.154 -208.631,b03 b06 b05 b07 b08 b01 b04 b02
40820.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,660;104 686;269 606;202 540;318 621;375 696;21 732;170 764;87,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0168382 0.0887155 2.17409,122.014 140.118 -209.628,b03 b06 b05 b07 b08 b01 b04 b02
40841.2,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,660;104 687;268 606;202 541;318 621;375 696;21 732;170 763;87,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0102175 0.0872484 2.1734,123.007 141.048 -209.061,b03 b06 b05 b07 b08 b01 b04 b02
40860.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,660;104 687;268 606;201 540;318 621;375 695;21 732;170 763;86,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0109964 0.0968143 2.17395,123.667 139.085 -209.173,b03 b06 b05 b07 b08 b01 b04 b02
40900.2,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,660;104 687;268 606;201 541;318 622;375 695;20 732;169 763;86,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00973302 0.0937146 2.17097,123.433 139.948 -208.873,b03 b06 b05 b07 b08 b01 b04 b02
40910.5,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,660;103 687;268 605;201 541;318 622;374 695;20 732;169 762;86,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00712582 0.0894461 2.17056,123.51 140.739 -208.626,b03 b06 b05 b07 b08 b01 b04 b02
40919.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;103 687;267 605;201 541;318 622;374 694;19 732;169 763;85,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0190383 0.0966829 2.16589,121.895 138.899 -210.278,b03 b06 b05 b07 b08 b01 b04 b02
40928.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;103 687;267 605;201 541;318 622;374 694;19 732;168 762;84,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.016925 0.0931401 2.16362,121.704 139.663 -209.901,b03 b06 b05 b07 b08 b01 b04 b02
40937.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;103 687;266 605;201 541;318 622;374 694;19 732;168 762;84,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0172038 0.093045 2.16336,121.718 139.696 -210.048,b03 b06 b05 b07 b08 b01 b04 b02
40944.9,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;102 687;266 605;200 541;318 623;374 693;19 731;167 762;84,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00648305 0.0990568 2.16476,124.039 139.134 -208.702,b03 b06 b05 b07 b08 b01 b04 b02
40953,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;102 687;266 605;200 541;317 623;373 693;18 731;167 762;83,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0154398 0.0949372 2.16179,122.326 139.366 -209.95,b03 b06 b05 b07 b08 b01 b04 b02
40960.9,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,659;102 687;266 605;200 541;317 623;373 693;18 731;167 761;83,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00916009 0.0912658 2.16211,122.97 140.352 -209.131,b03 b06 b05 b07 b08 b01 b04 b02
40968,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,658;102 687;266 605;200 541;318 623;373 693;18 731;167 761;83,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00955893 0.0912599 2.16023,122.561 140.403 -209.107,b03 b06 b05 b07 b08 b01 b04 b02
40975.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,658;102 687;265 605;200 542;318 623;373 692;18 731;166 761;82,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0129431 0.0933723 2.1558,121.999 140.218 -209.924,b03 b06 b05 b07 b08 b01 b04 b02
40983.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,658;101 687;265 605;200 542;318 623;373 692;17 731;166 761;82,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00788654 0.0866306 2.15615,122.134 141.312 -208.523,b03 b06 b05 b07 b08 b01 b04 b02
40989.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,658;101 687;265 605;200 542;317 623;373 692;17 731;166 761;82,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00993167 0.0910463 2.15731,122.467 140.423 -209.108,b03 b06 b05 b07 b08 b01 b04 b02
41005.1,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,658;101 687;265 605;200 542;317 624;373 692;17 731;166 761;82,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0101005 0.0954791 2.15673,122.814 139.835 -209.32,b03 b06 b05 b07 b08 b01 b04 b02
41011.1,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,657;101 687;265 605;200 542;317 624;372 691;17 731;165 760;81,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0147767 0.0983167 2.1517,122.016 139.401 -210.591,b03 b06 b05 b07 b08 b01 b04 b02
41023.6,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,657;101 687;265 605;200 542;318 624;373 691;17 731;165 760;81,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00862827 0.0967873 2.15195,122.51 139.881 -209.199,b03 b06 b05 b07 b08 b01 b04 b02
41030.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,657;101 687;264 604;200 542;318 624;372 691;16 731;165 760;81,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0158119 0.0922824 2.14906,120.924 140.247 -210.212,b03 b06 b05 b07 b08 b01 b04 b02
41046.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,657;100 687;264 604;199 542;317 624;372 690;16 730;164 760;80,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0106424 0.0979277 2.15026,122.476 139.279 -209.626,b03 b06 b05 b07 b08 b01 b04 b02
41053,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,656;100 686;264 604;199 541;317 624;372 690;15 730;164 759;80,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00657673 0.0911351 2.14985,122.261 140.311 -208.73,b03 b06 b05 b07 b08 b01 b04 b02
41072.4,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,656;100 686;264 604;199 541;317 624;372 689;15 730;164 759;80,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.00665008 0.0958153 2.14924,122.576 139.586 -208.987,b03 b06 b05 b07 b08 b01 b04 b02
41078.5,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,656;100 686;263 604;199 541;317 624;371 689;15 730;163 759;79,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0153811 0.0931227 2.14498,120.908 139.76 -210.404,b03 b06 b05 b07 b08 b01 b04 b02
41090.8,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,656;100 687;263 604;199 542;317 624;371 689;15 730;163 759;79,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.0148014 0.095426 2.14418,121.226 139.676 -210.505,b03 b06 b05 b07 b08 b01 b04 b02
41097.7,3;63.3;0 63.1;6.4;0 62.7;65;0 123.2;61.9;0 124;5.2;0 -57.2;63.3;0 2.9;5.7;0 -57.4;4.6;0,656;99 687;263 604;199 542;317 625;371 689;14 730;163 759;78,480.054 0 378.63 0 484.949 189.531 0 0 1,-0.329182 0.120842 -0.000398131 0.00018955 -0.021247,ITERATIVE,0.013595 0.0926879 2.142,120.925 140.083 -209.705,b03 b06 b05 b07 b08 b01 b04 b02
